Title;Author(s);Year;Master Track;Supervisor;Second reader;Abstract/Summary;Main Research Question;SDG;Justification for SDG;Geographical scope;Scale;Main sector;Keywords;Methodology Type;Specific Methods;Theories;Internship Organization;Organizations Studied;Geographical location standardized;Latitude;Longitude;Location precision;Flag
Unlocking new flexible power in the Dutch industry to contribute to the balance of the power system;Maarten P.W. van Beek;2021;Energy & Materials;Madeleine Gibescu;Wina Crijns-Graus;This thesis investigates the transition from fossil fuel-based electricity production to renewable energy sources, focusing on the challenges posed by variable renewable energy (VRE) and the need for flexible power consumption. The research aims to analyze the potential for flexible demand side management in the Dutch industry, utilizing data analysis, literature review, and 17 expert interviews. Key findings highlight the economic viability of flexible power options, particularly within a case study of a water board company. Recommendations include further research into the applicability of flexible power solutions across various industrial sectors.;How can new flexible power in the Dutch industry contribute to balancing the power system?;7 - Affordable and Clean Energy;The research addresses the need for flexible energy consumption to support the transition to renewable energy sources, aligning with the goal of ensuring access to affordable, reliable, sustainable, and modern energy for all.;Netherlands;National;Energy & Climate;flexible power, Dutch industry, demand side management, renewable energy, aggregator companies;Mixed Methods Research;Data analysis, literature review, semi-structured interviews;;Enova B.V.;;Netherlands;52.2434979;5.6343227;Country;Abstract too short
Consumption-based Targets for Food: Investigation of the differences in their adoption by C40 Cities;Aashima Singh;2021;Earth Systems Governance;Rakhyun E. Kim;;This research investigates the adoption of consumption-based targets (CBTs) for food by C40 cities, which are significant contributors to climate change. The study aims to identify the influences affecting the adoption of these targets. A comparative analysis of 28 cities was conducted, focusing on enabling factors such as local champions, stakeholder collaboration, and resource capacity. Findings indicate that current CBTs primarily address waste, health, and climate issues. The research highlights the importance of knowledge and motivation in fostering commitment to adopting CBTs among cities.;What are the influences on C40 cities for the adoption of consumption-based targets for food?;11 - Sustainable Cities and Communities;The study addresses urban climate governance and the role of cities in mitigating climate change through sustainable food consumption practices.;Global;Local;Urban & Regional Development;Consumption-based Targets (CBTs), Food-Climate Nexus, C40 Cities Network, Urban Climate Governance;Qualitative Empirical Research;Interviews, Database Compilation;Urban Climate Governance;;C40;;;;Broad;Abstract too short
Food and the Global Biodiversity Challenge: An exploration of how urban food governance can be part of the solution;Mira Piel;2021;;Harriet Bulkeley;Hens Runhaar;Worldwide biodiversity is declining faster than any time in human history. This threatens the proper functioning of ecosystems and ultimately human existence itself. Food production is one of the main drivers of biodiversity loss. As cities accommodate the majority of the world population and thus constitute centres of resource consumption, the urban food system is a potential point of intervention to address the global biodiversity challenge. This research explores urban food governance in relation to urban, regional, and global biodiversity. The analysis results in four problem frames that urban food strategies make use of. The findings confirm the potential of cities to become transformative actors in the global biodiversity challenge.;;15 - Life on Land;This SDG applies as the research focuses on urban food governance and its role in addressing biodiversity loss, which is a critical aspect of life on land.;Global;Global/International;Ecology & Biodiversity;biodiversity loss, urban food governance, discourse coalitions, problem frames, co-benefits;Mixed Methods Research;Case study, Discourse analysis, Content analysis;Discourse coalition approach;;;;;;Broad;Missing Research Question
To adopt or not: the influence of institutional pressures on Science-Based Targets adoption;Robbin de Jong;2021;;Rak Kim;;This research investigates the influence of institutional pressures on the adoption of Science-Based Targets (SBTs) by companies. The aim is to identify which pressures affect companies' decisions to adopt SBTs and how these pressures manifest. Using an extended version of institutional theory, the study categorizes pressures into coercive, mimetic, normative, and internal types, exerted by various stakeholders. The methodology includes qualitative interviews, content analysis, and surveys. Findings indicate that market and internal pressures, alongside social and coercive pressures, drive industry-wide movements towards sustainable practices, particularly SBT adoption. The research highlights the significant role of shareholders in influencing corporate sustainability performance.;Which institutional pressures exerted by primary stakeholder groups determine whether or not a company engages with the SBTs?;13 - Climate Action;The research focuses on the adoption of Science-Based Targets to mitigate climate change, aligning with the goal of reducing greenhouse gas emissions and promoting sustainable practices.;Netherlands;National;Energy & Climate;Science-Based Targets, institutional pressures, sustainability, stakeholder theory, climate change;Qualitative Empirical Research;Qualitative interviews, content analysis, survey;Institutional Theory, Stakeholder Theory;;Heineken, Royal Schiphol Group, Ahold Delhaize, TenneT, IKEA;Netherlands;52.2434979;5.6343227;Country;
Citizens’ Contestation of a just Climate Policy Exploring Perceptions of Distribution, Procedure and Recognition Justice of Climate Policy: A Case Study of the Yellow Vests Movement;Freya Endrullis;2021;Earth Systems Governance;Dr. James Patterson;Prof. Dr. Matthias Middell;This thesis explores the perceptions of justice in climate policy among the Yellow Vests movement. The aim is to understand how distribution, procedure, and recognition justice influence public acceptance of climate policies. A qualitative empirical research methodology was employed, utilizing interviews and case study analysis to gather data. The findings reveal significant concerns regarding distributive justice and procedural fairness, highlighting the need for inclusive policy-making processes that recognize diverse stakeholder perspectives.;How do perceptions of distribution, procedure, and recognition justice influence the acceptance of climate policy among the Yellow Vests movement?;13 - Climate Action;The research addresses the critical need for just climate policies that consider public perceptions and acceptance, directly contributing to climate action efforts.;France;Local;Governance & Policy;Climate Policy, Justice Perceptions, Yellow Vests, Distributive Justice, Procedural Justice, Recognition Justice;Qualitative Empirical Research;Interviews, Case study analysis;;;;France;46.603354;1.8883335;Country;Abstract too short
Co-Creating Socially Inclusive Urban Nature-Based Solutions: Towards a framework for socially inclusive co-creation processes;Charlotte A.E. Stijnen;2021;Earth Systems Governance;Dr.Ir. Dries Hegger;Dr. Carel Dieperink;This thesis explores the use of nature-based solutions (NBS) for urban resilience, focusing on the need for social inclusivity in their design and implementation. The objective is to develop a framework for socially inclusive co-creation processes in urban NBS. A multi-methods research approach was employed, including a literature-based framework and a comparative case study of the CLEVER Cities project. The findings highlight the importance of citizen engagement and the need for guiding principles throughout the co-creation process. The validated framework aims to assist practitioners in creating socially inclusive urban NBS design processes.;How can a framework for socially inclusive co-creation processes for urban nature-based solutions be developed and validated?;11 - Sustainable Cities and Communities;The research addresses the need for socially inclusive urban planning and resilience strategies, which aligns with the goal of making cities inclusive, safe, resilient, and sustainable.;Global;Global/International;Urban & Regional Development;co-creation, social inclusion, urban NBS, framework, citizen engagement;Literature-Based Research, Qualitative Empirical Research;Comparative case study, Literature review, Validation workshop;Environmental justice, Citizen participation;;CLEVER Cities;;;;Broad;Abstract too short
The terrestrial consequences of poor wastewater management in Curaçao: How exploring public health risks and ground water quality levels can provide insights into establishing its sustainable management for small island development states;Esin Erdogan;2021;Environmental Change and Ecosystems;Dr. Britta Ricker;Prof. Dr. Ir. Max Rietkerk;Curaçao is a Small Island Development State in the Wider Caribbean Region. In the scope of sustainable development and the UN SDGs, these states are characterized by being extra vulnerable to environmental changes induced by climate change. One important way of adapting and mitigating is the sustainable management of natural resources such as water. Poor management of water and wastewater in particular is leading to social and environmental problems in Curaçao such as harming economical activities like fisheries and marine ecosystems. Nevertheless, social and environmental consequences of this poor management on land is hardly investigated. Therefore, this research was set up to explore the consequences on land through three approaches. First, by sorting out the current situation of wastewater monitoring in Curaçao on the managerial level by partaking in a government agency as a participant observer. Second, by exploring the occurrence of wastewater related diseases among the people of Curaçao. Third, by attempting to draw conclusions about ground water quality and its probable suitability for irrigation, by locating likely sources of wastewater pollution on the estimation of groundwater quality in Excel with secondary data of electrical conductivity. The findings include that wastewater management should be treated with more priority and that more efforts should be paid on consistency in responsibilities and storage of data. As to public health risks, the applied method did not find wastewater related diseases. Still, more thorough research on the matter is recommended. Lastly, overall groundwater quality in Curaçao is not directly suitable for irrigation.;;6 - Clean Water and Sanitation;The research addresses the sustainable management of water resources and the implications of poor wastewater management on public health and environmental quality, which aligns with the goals of ensuring availability and sustainable management of water and sanitation for all.;Curaçao;Local;Ecology & Biodiversity;Curaçao, wastewater management, Sustainable Development Goals SIDS, Public Health Risks, electrical conductivity, groundwater quality, terrestrial consequences wastewater, irrigation;Mixed Methods Research, Qualitative Empirical Research;Participant Observation in a Government Agency, Survey, Groundwater quality Analysis;;;;Curaçao;12.1176488;-68.9309263;Country;Missing Research Question
SOCIAL EFFECTS OF GREENING THE CLIMATE-RESPONSIVE CITY A Comparative Case Study of Four North-American and European Cities;Aina Planas-Carbonell;2021;Earth Systems Governance;Dries Hegger;Heleen Mees;Since the 1990s, cities have been perceived as key actors in climate change mitigation and adaptation. This research seeks to better understand how greening interventions are perceived and experienced by residents through a comparative case study analysis of four neighborhoods in North America and Europe. The study aims to investigate the extent to which greening interventions for climate adaptation produce perceived and/or experienced negative social effects. Findings indicate that while residents value green spaces, without equitable policies, negative effects such as green gentrification prevail, particularly for vulnerable populations. The research contributes to literature on green gentrification and urban climate justice.;To what extent do greening interventions for climate adaptation produce perceived and/or experienced negative social effects?;11 - Sustainable Cities and Communities;The research addresses the social effects of urban greening interventions, which are crucial for creating sustainable and inclusive cities.;North America, Europe;Local;Urban & Regional Development;green gentrification, environmental planning, climate change, social effects, urban landscapes, Western Europe, North America;Qualitative Empirical Research;Comparative case study analysis, document analyses, desk research, qualitative analysis of interviews;;BCNUEJ;;Amsterdam;52.3730796;4.8924534;City;
BIODIVERSITY, A ‘REGRETTABLE’ ‘SOLUTION’ FOR CLIMATE CHANGE? A DISCOURSE ANALYSIS ON THE GOVERNING OF BIODIVERSITY BY TRANSNATIONAL CLIMATE INITIATIVES;Anouk Fransen;2021;Earth Systems Governance;Prof. dr. Harriet Bulkeley;;The loss of biodiversity is argued to be among the largest environmental problems today as it impairs the long-term viability of the world’s ecosystems. In order to halt this complex problem, it is increasingly argued that there is a need to move away from ‘cockpit-ism’ and instead include a broader range of actors. This research aims to get a better understanding in how biodiversity is framed and governed by Transnational Climate Initiatives (TCI) by performing a discourse analysis. This research reveals two overarching rationales of biodiversity as a means to climate change and biodiversity loss as ‘risk’ which are rendered governable through various techniques. However, framing biodiversity in terms of ‘services’ or ‘solutions’ could turn into a dangerous, ‘regrettable solution’.;;;;;;;Biodiversity, Governmentality, Transnational Governance, Transnational Climate Initiatives (TCI), Discourse Analysis;Qualitative Empirical Research;Discourse analysis, Explorative content analysis, In-depth content analysis;Governmentality;;;;;;Broad;Missing Research Question, Missing SDG
DISCOURSES OF CLIMATE DISASTERS: THE CASE OF THE 2019-2020 AUSTRALIAN BUSHFIRES;Pim Rietveld;2021;Earth Systems Governance;Dr. James Patterson;Dr. Frank van Laerhoven;As a consequence of the increasing global temperatures, more climate disasters will occur. Climate disasters can be referred to as sudden, shocking, and attention-grabbing, together known as focusing events. Focusing events can uncover policy failures and provide opportunities to trigger policy change. This raises the debate whether climate disasters push a change in climate policy discourse to take more climate mitigation to commit to a CO2-neutral paradigm to reduce future burdens. An empirical case of the Australian bushfires of 2019-2020 provides scientific insights regarding the climate disaster debate. The research objective of this thesis is to analyse how the public discourse about climate policy has changed within the Australian Parliament and Governments due to the Australian bushfires.;How has the public discourse about climate policy changed within the Australian Parliament and Governments due to the Australian bushfires?;13 - Climate Action;The thesis addresses the impact of climate disasters on policy discourse, highlighting the need for climate action in response to increasing climate-related events.;Australia;National;Governance & Policy;climate disasters, climate policy, Australian bushfires, discourse analysis;Literature-Based Research;Media analysis, Document analysis;Discourse Analysis;;;Australia;-24.7761086;134.755;Country;
Exploring the role of investors in the alternative ‘meat’ transition;Franziska Erbe;2021;Earth Systems Governance;Agni Kalfagianni;Basil Bornemann;One of society’s greatest challenges for future sustainable development is how to feed nearly 10 billion people by 2050 while simultaneously achieving the Sustainable Development Goals and staying within the planetary boundaries. This requires an urgent transformation of current global food systems. Livestock production makes up a significant amount of current environmental, health and animal welfare impacts, and its transformation offers important sustainability gains. Alternative ‘meat’ products offer an innovation path with the potential to disrupt the current meat industry and transition it to a sustainable state. Investments are important to finance such a transition, and thus investors can play an important role in enabling or disabling the transition through their position as a dominant regime actor interacting with niche innovations in the transition. This thesis combines the multi-level perspective on sustainability transitions, power and transition intermediary theory to explore the power and role of investors in the alternative ‘meat’ transition, focusing on the case of the German alternative ‘meat’ investment space. Through investor interviews and document analysis, the results reveal that early-stage investors invest in alternative ‘meat’ to achieve environmental and social goals, while later-stage investors aim for economic and financial goals. Further, all investors not only mobilise financial capital, but also mental and human resources, with some mobilising artifactual resources. Regarding power exercise of investors, the thesis finds that different types of investors exercise different types of power along the alternative ‘meat’ niche’s financing cycle. Investors in earlier stages of the transition exercise innovative and transformative power, while investors in later stages exercise transformative and reinforcive power. Most of this power exercise by investors is passively done through enabling start-ups to create new resources and infrastructure. It is also found that investors exhibit some intermediary functions, most importantly networking and knowledge and learning in connecting niche and regime actors in the alternative ‘meat’ space. To support the alternative ‘meat’ transition, investors can utilise their resources as investors as strengths as well as create investors networks and alliances to strengthen their power position in the alternative ‘meat’ market and policymaking space. Legislation that crafts a comprehensive policy framework for supporting alternative ‘meat’ as well as establishes guidelines for environmental and social investment guidelines will support an inflow of investment in sustainable investments such as alternative ‘meat’.;What is the role and power of investors in the alternative ‘meat’ transition?;12 - Responsible Consumption and Production;The research addresses the transformation of food systems and the role of sustainable investments in achieving responsible consumption and production patterns.;Germany;Local;Circular Economy & Production;alternative meat, sustainable investment, multi-level perspective, power in transition, transition intermediary;Qualitative Empirical Research;Investor interviews, document analysis;Multi-Level Perspective, Transition Intermediary Theory;;;Germany;51.1638175;10.4478313;Country;
Support Scheme Design for Green Hydrogen;Panagiotis Panos;2021;Energy & Materials;Wolfgang Eichhammer;;This thesis explores the design of support schemes for green hydrogen, aiming to identify effective mechanisms to promote its adoption. The research employs a multi-criteria evaluation framework to assess various support schemes, including Feed-in Tariffs and Carbon Contracts for Difference. The findings indicate that tailored support mechanisms can significantly enhance the market viability of green hydrogen, addressing barriers related to production costs and market integration.;What are the most effective support schemes for promoting the adoption of green hydrogen?;7 - Affordable and Clean Energy;The research focuses on enhancing the adoption of green hydrogen, which is crucial for transitioning to sustainable energy systems and achieving affordable and clean energy.;;;Energy & Climate;Green Hydrogen, Support Schemes, Renewable Energy, Policy Design;Mixed Methods Research;Multi-criteria evaluation, Case study analysis;;;;;;;Broad;Abstract too short
Smart, green and fair revitalization? EXPLORING THE POTENTIAL OF THE GREEN ECONOMY FOR THE REVITALIZATION OF SHRINKING RURAL REGIONS IN EUROPE;Tanja Vocke;2021;;Dr. Alberto Alonso Fradejas;Dr. Ajay Bailey;This thesis explores the potential of the Green Economy (GE) for revitalizing shrinking rural regions in Europe, particularly in Zeeland (Netherlands) and Thuringia (Germany). The aim is to analyze current political strategies regarding shrinkage and the role of GE in adaptation-focused revitalization. Through case studies, it was found that while there is a shift towards adaptation-oriented policies, a clear connection to GE on a policy level is lacking. The GE is identified as a driver for citizen empowerment and local resource reconnection, though it faces criticism for its broad definition. Recommendations include flexible governmental funding and educational training to enhance GE implementation.;To what extent have policymakers shifted to an adaptation-focused policy strategy regarding shrinkage, and how do these relate to the concept of the Green Economy?;11 - Sustainable Cities and Communities;The research addresses the revitalization of shrinking rural regions, which aligns with the goal of making cities and human settlements inclusive, safe, resilient, and sustainable.;Europe;Regional;Governance & Policy;Shrinkage, Green Economy, Revitalization, Growth-Paradigm, Well-being Framework;Qualitative Empirical Research;Case study;;;;Zeeland;51.4162975;3.7028061;City;
Exploring the Relationship between Modes of Governance and Collective Empowerment of Grassroots Innovations in Agro-Food Sustainability Transitions: A case study of urban community gardens in the Bronx, New York City;Brianna Gutierrez;2021;Earth Systems Governance;Dr. Giuseppe Feola, Guilherme Raj;Dr. Agni Kalfagianni;This research investigates the relationship between modes of governance and collective empowerment in grassroots innovations, focusing on urban community gardens (UCGs) in the Bronx, New York City. The aim is to understand how different governance structures influence the empowerment of these community gardens. Using a case study approach, four UCGs were analyzed through semi-structured interviews and observations. Findings indicate that self and decentralized governance are prevalent, with self-governance contributing significantly to collective empowerment. The study highlights the importance of solidarity and contestation in countering government containment, providing insights for enhancing grassroots strategies in sustainability transitions.;What is the relationship between an urban community garden’s mode of governance and their manifestations of collective empowerment?;11 - Sustainable Cities and Communities;The research addresses urban community gardens as a means to enhance community resilience and food security, contributing to sustainable urban development.;Bronx, New York City;Local;Social Justice & Equity;urban community gardens, governance, collective empowerment, grassroots innovations, sustainability transitions;Qualitative Empirical Research;Semi-structured interviews, participant observations, informal interviews;Collective Empowerment, Modes of Governance;;;Bronx;40.8466508;-73.8785937;City;Abstract too short
Need for Heat: meeting European collective heat demand with surface water and ATES;Maartje van den Biggelaar;2021;;Wen Liu;Ronald Roosjen;Aquathermal heat – withdrawing heat from surface water – is a proven alternative technology to the current fossil-fuelled heat system. It can be combined with seasonal storage in subsurface layers to solve the mismatch in peak heat demand and peak surface water heat supply. This research studies the technical potential of combining aquathermal heat and aquifer thermal energy storage (ATES) to meet the collective European heat demand. The objective is to obtain a quick-scan for aquathermal heat opportunities in Europe. Using GIS, spatial datasets are developed to find out where the supply and storage can meet the demand. The results show that aquathermal heat can meet significant shares of the heat demand in many cities and regions.;How can aquathermal heat and aquifer thermal energy storage (ATES) be combined to meet the collective heat demand in Europe?;7 - Affordable and Clean Energy;This research addresses the need for sustainable energy solutions by exploring aquathermal heat as a viable alternative to fossil fuels, contributing to the goal of ensuring access to affordable, reliable, sustainable, and modern energy for all.;Europe;Regional;Energy & Climate;;Spatial & Environmental Analysis;GIS analysis;;;;;;;Broad;
