Title;Author(s);Year;Master Track;Supervisor;Second reader;Abstract/Summary;Main Research Question;SDG;Justification for SDG;Geographical scope;Scale;Main sector;Keywords;Methodology Type;Specific Methods;Theories;Internship Organization;Organizations Studied;Geographical location standardized;Latitude;Longitude;Location precision;Flag
Sustainability of land-use: competing interests and power dynamics A case-study of the Lutkemeerpolder in Amsterdam;Isabella de Judicibus;2020;n/a;Dr Murtah Shannon;Dr Alberto Alonso Fradejas;This research analyzes the sustainability transition in land-use at the Lutkemeerpolder in Amsterdam, focusing on the competing interests and power dynamics among various stakeholders. The study aims to understand how these dynamics influence the potential for radical sustainability transformations. Through a case study approach, the research employs stakeholder interviews and document analysis to uncover the power imbalances that hinder bottom-up initiatives. The findings reveal that these imbalances are significant barriers to achieving a sustainable transition, highlighting the need for a more nuanced understanding of power in sustainability discourses.;How do power dynamics shape the struggle over land-use in the Lutkemeerpolder?;11 - Sustainable Cities and Communities;The research addresses the challenges of urbanization and land-use sustainability, which are critical for developing sustainable cities and communities.;Amsterdam, Netherlands;Local;Urban & Regional Development;Land-use, Netherlands, Power, Sustainability transition studies.;Qualitative Empirical Research;Stakeholder interviews, Document analysis;n/a;ASEED Europe;n/a;Amsterdam;52.3730796;4.8924534;City;Abstract too short
Energy exchange between households;Elena Georgarakis;2020;Energy & Materials;Dr. Tarek Alskaif;n/a;This thesis investigates the preferences for exchanging locally generated renewable energy among prosumers in the Netherlands. The aim is to understand how these preferences are influenced by various factors such as CO emissions, selling price, and social connections. A discrete choice experiment was conducted with prosumers to elicit their trading preferences. The findings indicate that CO emissions and the additional effort required for trading are the most significant factors influencing prosumer behavior. The results suggest that environmental considerations play a crucial role in the acceptance of peer-to-peer electricity trading platforms.;What are the preferences for exchanging locally generated renewable energy in the Netherlands?;7 - Affordable and Clean Energy;This research supports the goal of ensuring access to affordable, reliable, sustainable, and modern energy for all by exploring local renewable energy trading.;Netherlands;National;Energy & Climate;P2P electricity trading, local electricity markets, discrete choice experiments, prosumers, energy cooperatives;Mixed Methods Research;Discrete choice experiment, survey;n/a;n/a;n/a;Netherlands;52.2434979;5.6343227;Country;Abstract too short
Managing for Resilience in Coastal Deltas Implications of Competing Ecological and Engineering Paradigms;Kyle Noboru Wada;2020;n/a;Murray Scown;Stefan Dekker;Coastal deltas are one of the most important landforms both for human settlement and general ecosystem health, which are existentially threatened by onset global change (i.e. Climate change). Therefore, careful consideration in sustainable environmental management strategies must be taken to safeguard them. This report attempted to address a potential bias when utilizing a key term when discussing and crafting these management strategies: “Resilience”. This bias has the potential to undermine the overarching goals of sustainable environmental management within deltas and even within other biophysical systems. Utilizing a systematized literature review found that there is a clear theoretical dichotomy, in management goals and application, between the two prominent paradigms, which are understood as “Ecological” and “Engineering” resilience.;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Literature-Based Research;n/a;n/a;n/a;n/a;n/a;;;Broad;Missing Research Question, Missing SDG
Sub-Catchment Water Balance Analysis in the Thika-Chania Catchment, Tana Basin, Kenya;Emma Staveley;2023;Environmental Change and Ecosystems;Stefan Dekker;n/a;Water scarcity is a growing issue in the Thika-Chania catchment, Kenya. Water allocation planning is used to manage water resources fairly, equitably and to avoid over abstraction. Water allocation planning depends on quantitative information on water availability. Unfortunately there is a lack of data available on water yield due to an inadequate monitoring system. This thesis aims to provide quantitative information on water availability through use of the Soil and Water Assessment Tool (SWAT), using water balance analysis to determine availability and demand. The SWAT model provided acceptable representation of stream flow, calibrated to a Nash Sutcliffe 0.58. The Environmental flow was found to vary across the catchment, ranging between 0 and 1.75 m /s. The north edge of the downstream area was found to have the greatest issue with water scarcity due to higher levels of water demand, higher evaporative loses and less rainfall.;n/a;6 - Clean Water and Sanitation;This SDG applies as the thesis addresses water scarcity and aims to provide quantitative information on water availability, which is essential for sustainable water management.;Kenya;Local;Water & Climate;Hydrological Modelling, Data Scarcity, Water Availability, SWAT;Mixed Methods Research;SWAT model, Sensitivity Analysis, Calibration;n/a;World Waternet;n/a;Thika-Chania Catchment;;;Broad;Missing Research Question
Mapping Discourses for the Dutch Circular Plastics Economy;Dirkjan Arie Lakerveld;2020;Earth Systems Governance;M.A. Martin Calisto Friant, dr. Walter Vermeulen;dr. Frank van Laerhoven;This thesis aims to map circular plastics economy discourses in the Netherlands by analysing governance mechanisms, policies, and practices of the circular economy (CE) in the Dutch plastic sector. The CE became a popular discourse in the public and private sectors since the start of the 21st century. This research builds upon previous work and analyses how well Dutch public and private discourses fit in their circularity discourse typology framework. The findings reveal four Dutch societal discourses, with three linked to Technocentric Circular Economy propositions and one to a Transformational Circular Society proposition. Recommendations for policy actions are provided to support the transition to a circular plastics economy.;n/a;12 - Responsible Consumption and Production;The research addresses the need for sustainable practices in the plastics sector, aligning with the goal of ensuring sustainable consumption and production patterns.;Netherlands;National;Circular Economy & Production;Discourses, Q Methodology, Circular Economy, Plastics, Netherlands;Literature-Based Research, Qualitative Empirical Research;Discourse analysis, Q methodology, Semi-structured interviews, Survey analysis, Statistical factor analysis;n/a;n/a;n/a;Netherlands;52.2434979;5.6343227;Country;Missing Research Question
Finding the perfect fit. A study on the effectiveness of voluntary environmental programs with a case study on the Dutch Agreement on Sustainable Garments and Textile;Indy van de Sande;2020;Earth Systems Governance;Frank van Laerhoven;Agni Kalfagianni;This study aimed to understand how Voluntary Environmental Programs (VEPs) can be enhanced in their level of effectiveness to create an impact on the ground. VEPs are used to foster environmental action within the field of (trans)national environmental governance. The study's methodological approach was a case study on the Dutch Agreement of Sustainable Garments and Textile (AGT). Nineteen interviews were conducted with participants in-and outside the scope of the AGT. The results showed that the level of stringency was lenient and the uptake of the program was very inclusive. Strategies to implement a tier-system of sustainability and intensifying the AGT program were considered effective solutions.;n/a;12 - Responsible Consumption and Production;The study focuses on enhancing the effectiveness of voluntary environmental programs in the textile industry, which directly relates to sustainable consumption and production patterns.;Netherlands;National;Circular Economy & Production;n/a;Qualitative Empirical Research;Case study, Interviews;n/a;n/a;n/a;Rotterdam;51.9244424;4.47775;City;Missing Research Question
Looking back on a short-term mission: stakeholder narratives on development;Kim de Leeuw;2020;International Development;Dr. Femke van Noorloos;Dr. Maggi Leung;This thesis explores the narratives surrounding short-term missions and their impact on development, focusing on the experiences of volunteers and the perspectives of receiving organizations. The research aims to understand how these narratives shape development efforts. Using Moz Kids as a case study, data was collected through digital interviews and content analysis of the organization's website. Findings indicate that while volunteers feel they contribute to development, their experiences vary, with some reporting significant changes in their daily lives and others not. The study highlights the dual role of short-term missions as both helping and learning experiences.;How do the narratives of stakeholders involved in short-term missions shape their understanding of development?;4 - Quality Education;The research emphasizes the educational aspects of short-term missions for volunteers, highlighting the importance of learning in development contexts.;Mozambique;Local;Social Justice & Equity;voluntourism, short-term missions, development, narratives, Mozambique;Qualitative Empirical Research;Digital interviews, content analysis, semi-structured interviews;n/a;Moz Kids;All Nations Mozambique;Mozambique;-19.302233;34.9144977;Country;Abstract too short
Policy Effects of Energy Cooperatives for a Just Transition;Thomas Haitsma;2020;Earth Systems Governance;Dr. James Patterson;n/a;This research explores the influence of energy cooperatives on policies for a just energy transition in Groningen, The Netherlands. The aim is to understand how these cooperatives can contribute to advancing the energy transition while ensuring justice. The methodology includes an abductive approach with qualitative data collection through interviews. The findings indicate that energy cooperatives play a significant role in shaping policies and fostering a more equitable energy landscape.;How do energy cooperatives influence policies for a just energy transition in Groningen?;7 - Affordable and Clean Energy;This SDG applies as the research focuses on the role of energy cooperatives in promoting sustainable energy practices and policies that contribute to a just energy transition.;Groningen, The Netherlands;Local;Energy & Climate;Energy cooperatives, Just transition, Policy effects, Groningen, Energy transition;Qualitative Empirical Research;Interviews;n/a;n/a;n/a;Groningen;53.2190652;6.5680077;City;Abstract too short
ACCELERATING GREEN How Small and Medium Enterprises can contribute towards Mainstreaming Urban Nature-Based Solutions;Alfonso Bucero Gil;2020;Earth Systems Governance;Sander van der Jagt;Sander Chan;This thesis explores how small and medium enterprises (SMEs) can contribute to mainstreaming urban nature-based solutions. The aim is to identify the role of SMEs in promoting nature-based innovation systems within urban environments. A case study methodology is employed to gather data on SMEs' practices and their impact on urban sustainability. The findings reveal that SMEs play a crucial role in market formation and can significantly enhance the implementation of nature-based solutions in urban settings.;How can small and medium enterprises contribute towards mainstreaming urban nature-based solutions?;11 - Sustainable Cities and Communities;This SDG applies as the research focuses on enhancing urban sustainability through the involvement of SMEs in nature-based solutions.;n/a;Local;Urban & Regional Development;Cities, Market formation, Nature-based Innovation Systems, Small and Medium Enterprises, Urban Nature-based solutions.;Qualitative Empirical Research;Case-study selection, Data Collection, Processing;Nature-based Innovation Systems framework (NBIS);n/a;n/a;n/a;;;Broad;Abstract too short
Lebanon’s green plans Exploring the contribution of cannabis legalisation to sustainable rural development in Lebanon;Reem Al Aaraj;2020;International Development;Dr. Maggi W.H. Leung;Dr. Ilse van Liempt;In April 2020, amid a serious financial crisis and the coronavirus pandemic, Lebanon legalised the production of cannabis for medicinal and industrial use, a first in the Arab World. This research reviews the legislation process and describes the differentiated sustainable development outcomes that this legalisation is expected to have on different affected groups. By conducting a desk study coupled with expert interviews and a narrative analysis of the legislation, the study finds contradictions in the legalisation process and recommends integrating this policy into a national sustainable development strategy.;n/a;n/a;n/a;Lebanon;Local;Governance & Policy;Cannabis legalisation, sustainable rural development, drug policy, differentiated outcomes.;Literature-Based Research, Qualitative Empirical Research;Desk study, Semi-structured interviews, Narrative analysis;n/a;n/a;n/a;Lebanon;33.8750629;35.843409;Country;Missing Research Question, Missing SDG, Abstract too short
BIODIVERSITY, A ‘REGRETTABLE’ ‘SOLUTION’ FOR CLIMATE CHANGE? A DISCOURSE ANALYSIS ON THE GOVERNING OF BIODIVERSITY BY TRANSNATIONAL CLIMATE INITIATIVES;Anouk Fransen;2021;Earth Systems Governance;Prof. dr. Harriet Bulkeley;n/a;The loss of biodiversity is argued to be among the largest environmental problems today as it impairs the long-term viability of the world’s ecosystems. This research aims to get a better understanding in how biodiversity is framed and governed by Transnational Climate Initiatives (TCI) by performing a discourse analysis. The study reveals two overarching rationales of biodiversity as a means to climate change and biodiversity loss as ‘risk’. It argues that framing biodiversity in terms of ‘services’ or ‘solutions’ could turn into a dangerous, ‘regrettable solution’.;n/a;15 - Life on Land;This SDG applies as the research focuses on the governance of biodiversity and its implications for ecosystems, which are critical for sustaining life on land.;n/a;Global/International;Ecology & Biodiversity;Biodiversity, Governmentality, Transnational Governance, Transnational Climate Initiatives (TCI), Discourse Analysis;Qualitative Empirical Research;Discourse analysis, Explorative content analysis, In-depth content analysis;Governmentality;n/a;n/a;n/a;;;Broad;Missing Research Question, Abstract too short
Sustainable Mineral Sourcing;Richard Charles Olson Evans;2020;Earth Systems Governance;n/a;n/a;This thesis explores corporate practices of stakeholder engagement and mineral supply chain due diligence in the electronics industry. The aim is to understand how companies manage sustainability risks associated with mineral sourcing. A mixed methods approach is employed, including literature review, corporate surveys, and expert consultations. The findings reveal that effective stakeholder engagement and robust due diligence practices are crucial for improving sustainability outcomes in the mineral supply chain.;n/a;12 - Responsible Consumption and Production;This SDG applies as the research focuses on sustainable practices in mineral sourcing, which is essential for responsible consumption and production in the electronics industry.;n/a;n/a;Circular Economy & Production;n/a;Literature-Based Research, Qualitative Empirical Research;Literature Review, Corporate Survey, Expert Consultation;n/a;n/a;n/a;n/a;;;Broad;Missing Research Question, Missing Supervisor, Abstract too short
Explaining cold-water coral community assembly with seabed and hydrodynamic features;Siluo Chen;2023;n/a;Max Rietkerk;Anna van der Kaaden, Evert de Froe;This study investigates the spatial variation of cold-water coral community distribution and its relationship with seabed topography and hydrodynamics. Cold-water coral reefs, important biodiversity hotspots, exhibit different distribution patterns influenced by environmental factors. Data was collected through ROV videos and analyzed using multivariate statistical methods. Findings indicate that community concentration varies with mound size, with smaller mounds supporting more corals at their summits, while larger mounds show stability at upper flanks. The study suggests further research on biochemistry and endemic species to enhance understanding of cold-water coral ecosystems.;What is the impact of hydrodynamics and seabed topography on benthic community assembly?;14 - Life Below Water;This research addresses the ecological dynamics of cold-water coral reefs, which are critical marine ecosystems that support biodiversity and are affected by environmental changes.;Rockall Bank, Ireland;Regional;Ecology & Biodiversity;cold-water corals, community assembly, seabed topography, hydrodynamics, biodiversity;Mixed Methods Research, Qualitative Empirical Research;ROV video analysis, multivariate statistical analyses, between-class analysis, co-inertia analysis;environmental control theory, ecosystem engineer control theory;Royal Netherlands Institute for Sea Research;n/a;Rockall Bank;52.6793523;-2.4672456;Broad;Abstract too short
ENRICHING CO-GOVERNANCE WITH ARTISTIC EXPRESSION THE POTENTIAL OF ART-BASED APPROACHES FOR THE COLLABORATIVE DEVELOPMENT OF URBAN NATURE-BASED SOLUTIONS;SARA LOUISE COSTA;2020;Earth Systems Governance;Alexander van der Jagt;Harriet Bulkeley;This research explores the potential of art-based approaches (ABA) to enhance interdisciplinary co-governance in urban nature-based solutions (NBS). The aim is to address governance challenges by making diverse environmental value systems explicit through creative expression. The study employs a case study of Utrecht, utilizing interviews with NBS stakeholders and document analysis to develop a guiding framework for implementing ABA. Findings reveal that urban nature professionals possess conflicting value systems, highlighting the need for ABA to foster understanding among stakeholders. The research contributes a framework for effective ABA implementation in NBS co-governance, emphasizing the integration of personal experiences and emotions into professional practices.;How can art-based approaches contribute to the collaborative development of urban nature-based solutions through interdisciplinary co-governance?;11 - Sustainable Cities and Communities;The research emphasizes the importance of integrating nature-based solutions in urban environments to enhance sustainability, aligning with the goal of creating sustainable cities and communities.;Utrecht, Netherlands;Local;Urban & Regional Development;ART-BASED APPROACHES, URBAN NATURE-BASED SOLUTIONS, INTERDISCIPLINARY CO-GOVERNANCE, ENVIRONMENTAL VALUE SYSTEMS, IMAGES OF NATURE;Qualitative Empirical Research;Interviews, Document analysis;Images of Nature;n/a;n/a;Utrecht;52.0907006;5.1215634;City;
The demand for tree planting: an over idealized quick-fix or a promising nature-based solution?;Emmeline Long;2020;n/a;Dr. ir. Mariska te Beet;n/a;In recent decades, tree planting has gained momentum as a nature based solution to global challenges of climate change and to tackling the consequences of deforestation. Consequently, tree planting has been incorporated in policy and governance as a strategy to address these issues. This thesis seeks to answer to what extent current tree planting project sites adhere to sustainable practices and measures to ensure optimized net carbon sequestration, biodiversity conservation and local water management. A data inventory of 113 tree planting project sites associated with 20 different tree planting programs was conducted. It was found that a majority of project sites did not monitor for local water management and biodiversity monitoring. Nonetheless, most projects used solely native tree species. This research highlights the complexity of tree planting as a sustainable nature based solution.;To what extent do current tree planting project sites adhere to sustainable practices and what recommendations of best practices should be made to ensure the sustainability of tree planting?;15 - Life on Land;This SDG applies as the research focuses on tree planting, which is directly related to biodiversity conservation and sustainable land management.;n/a;Global/International;Ecology & Biodiversity;n/a;Mixed Methods Research;Literature review, interviews;n/a;WWF-NL;n/a;n/a;;;Broad;
eParticipation in climate change adaptation;Boy Luiks;2020;Earth Systems Governance;Dr. Carel Dieperink;Prof. dr. Peter Driessen;Cities in Europe and around the world are facing significant risks from climate change, causing problems to their populations, communities and infrastructure. This thesis investigates the role of eParticipation in climate change adaptation governance in cities and the conditions for its success. A qualitative multiple case study methodology was employed, focusing on the municipalities of Groningen and Zwolle. The analysis reveals that eParticipation is currently limited to informing and consulting levels, with political will, leadership, and user-centered design being crucial for success. The findings highlight the importance of designing online participation to generate value for citizens and meet their needs.;What is the role of eParticipation in climate change adaptation governance in cities and under what conditions can successful eParticipation be achieved?;13 - Climate Action;This research addresses the urgent need for effective climate change adaptation strategies in urban areas, emphasizing the role of public participation in governance.;Netherlands;Local;Governance & Policy;eParticipation, climate change adaptation, public participation, municipalities, Groningen, Zwolle;Qualitative Empirical Research;Interviews, Survey;n/a;n/a;n/a;Groningen;53.2190652;6.5680077;City;
CONTRIBUTING TO A CIRCULAR ECONOMY: INSIGHTS AND INDICATORS FOR THE EVALUATION OF CIRCULAR REGIONAL POLICIES;Eva Herrewijnen;2020;Energy & Materials;Dr. Ir. J. Rosales Carreon;Dr. B.C. Corona Bellostas;This study explores the evaluation of the deployment of policy instruments by regional governments in the Netherlands in the transition to a circular economy. The circular economy is a new policy field for Dutch regional governments which are now deploying a wide range of policy instruments to help the transition move forward. This raises the question how regional governments can evaluate their effort aimed at contributing to the Dutch Circular economy Goals: 100% circular in 2050 and 50% reduction of raw material input in 2030. Evaluation is important to steer and improve policies to contribute to a more effective intervention to help move away from our current linear economy system towards a circular economy. This study investigated how regional governments in the Netherlands are currently evaluating their circular policies and what indicators could be used to help with this evaluation.;How can regional governments evaluate their efforts aimed at contributing to the Dutch Circular economy Goals?;12 - Responsible Consumption and Production;This SDG applies as the study focuses on evaluating policies that contribute to a circular economy, which is essential for sustainable consumption and production patterns.;Netherlands;National;Circular Economy & Production;Circular Economy, Regional Government, Policy Instruments, Evaluation indicators;Qualitative Empirical Research;Semi-structured interviews;n/a;Royal HaskoningDHV;n/a;Netherlands;52.2434979;5.6343227;Country;
An Exploration of Sustainability and Inclusiveness within Sanitation Governance in eThekwini, South Africa;Huda Lohiya;2020;International Development;Murtah Shannon;n/a;This research details how the history of South Africa has led to a shift in the governance of sanitation services, focusing on inclusivity and sustainability, particularly in informal settlements. The study explores the perspectives of various governance actors, including local municipalities and sanitation providers, to identify key factors for successful service provision. Findings highlight the importance of local context and societal inclusion in governance, as well as the need for innovative sanitation solutions to address challenges like water scarcity and urbanization.;How can sustainability and inclusiveness be integrated into sanitation governance in eThekwini, South Africa?;6 - Clean Water and Sanitation;This SDG applies as the research focuses on improving sanitation services and governance, particularly for vulnerable populations in eThekwini.;eThekwini, South Africa;Local;Governance & Policy;n/a;Qualitative Empirical Research;Interviews, Case study;n/a;n/a;n/a;eThekwini;-29.861825;31.009909;City;Abstract too short
ANALYZING THE PRECONDITIONS FOR SUCCESSFUL COMMUNITY-BASED ECOTOURISM BY CONDUCTING A CASE STUDY META-ANALYSIS;Simone Lassauw;2020;Earth Systems Governance;Frank van Laerhoven;Carel van Dieperink;Community-based ecotourism (CBET) is a promising approach to find a balance between nature conservation and socio-economic development. However, CBET from the community’s perspective is little understood. Besides, it is still uncertain which preconditions contribute to successful CBET enterprises. This research used the following research question as a guideline: What factors contribute to the success of community-based ecotourism? A theoretical framework was developed containing 19 critical success factors (CSFs) clustered in six categories. These factors were derived from claims in the existing literature and were applied to 50 CBET case studies. A triangulation of methods was used to create a set of preconditions based on the relative importance of the CSFs. The main results indicated the factors accountability, autonomy, alternative land use resources, infrastructure, and funding as relatively important.;What factors contribute to the success of community-based ecotourism?;15 - Life on Land;This SDG applies as the research focuses on community-based ecotourism, which aims to balance nature conservation with socio-economic development, directly impacting land and biodiversity.;n/a;Global/International;Ecology & Biodiversity;community-based ecotourism, critical success factors, and the set of preconditions;Mixed Methods Research;Case study meta-analysis, Survey, Semi-structured interviews;n/a;n/a;n/a;n/a;;;Broad;
Private governance in Europe’s logging industry;Elliott Barnes;2019;n/a;Dr. Murtah Shannon;n/a;Sustainable forest management (SFM) aims to maintain and enhance the economic, social and environmental values of forests. This research investigates the effectiveness of the Forest Stewardship Council (FSC) in ensuring compliance with its voluntary forest management standard across Sweden, Finland, and Germany. By analyzing policy and corrective action requests (CARs), the study reveals that the FSC struggles to enforce its standards effectively, with over 44% of CARs related to environmental non-conformities. The findings suggest a need for stricter standards and a reevaluation of the audit process to enhance the authority of non-state market driven systems.;How effective is the Forest Stewardship Council (FSC) at ensuring compliance with its voluntary forest management standard in Sweden, Finland, and Germany?;15 - Life on Land;This SDG applies as the research focuses on sustainable forest management and the preservation of terrestrial ecosystems, addressing the challenges of logging and compliance with environmental standards.;Sweden, Finland, Germany;Regional;Ecology & Biodiversity;Sustainable forest management, Forest Stewardship Council, compliance, logging, Europe;Literature-Based Research, Qualitative Empirical Research;Policy analysis, Corrective Action Request analysis;n/a;n/a;Forest Stewardship Council;Sweden;59.6749712;14.5208584;Country;Abstract too short
THE FUTURE OF SOUTH AFRICAN GRASSLAND COMMUNITIES;Veerle Tuijnman;2020;Environmental Change and Ecosystems;Mariska te Beest;Angeles Garcia Mayor;This thesis investigates the responses of plant traits in South African grassland communities to varying fire frequencies and warming conditions. The aim is to understand how these disturbances affect plant growth and community dynamics. An experimental approach was employed, utilizing statistical analyses to evaluate trait measurements across different treatments. The findings reveal significant interactions between fire frequency and temperature, highlighting the importance of these factors in shaping grassland ecosystems.;How do fire frequency and warming affect plant trait responses in South African grassland communities?;15 - Life on Land;This research contributes to understanding the impacts of climate change and fire on terrestrial ecosystems, aligning with the goal of protecting, restoring, and promoting sustainable use of terrestrial ecosystems.;South Africa;Local;Ecology & Biodiversity;n/a;Qualitative Empirical Research;Experimental design, Trait measurements, Statistical analyses;n/a;n/a;n/a;South Africa;-28.8166236;24.991639;Country;Abstract too short
The influence of prescribed fire treatments on the abundance of Hakea sericea in fire -prone areas in Northern Portugal;Asjra Bosch;2023;Environmental Change and Ecosystems;Ángeles Garcia Mayor, Oscar Gonzalez Pelayo;Mariska the Beest;Reinforced by fire occurrence, the invader Hakea sericea is increasingly emerging in burned areas in Portugal. This study examines the short-term influence of two types of prescribed burning treatments on the vegetation community, soil surface cover, plant community structure, and the abundance of Hakea sericea. The experiment involved 6 plots with 3 replicates for each treatment, measuring fire temperature and duration, soil burn severity, and vegetation structure. The findings indicate that Hakea sericea is slightly more abundant in burned plots, but soil burn severity was significantly higher, potentially affecting species survival. Both treatments were effective in reducing Hakea sericea density in the short term, but further research is needed for long-term effects.;What is the short-term influence of prescribed burning treatments on the abundance of Hakea sericea in fire-prone areas?;15 - Life on Land;This research addresses the management of invasive species, which is crucial for maintaining biodiversity and ecosystem health.;Northern Portugal;Local;Ecology & Biodiversity;Plant invasions, Hakea sericea, prescribed fires, Mediterranean Basin, fire-prone ecosystems;Mixed Methods Research;Point-intercept method, Data analysis;n/a;n/a;n/a;n/a;;;Broad;
